Brand,Product_Description,Screen_Size,RAM,Processor,GPU,GPU_Type,Resolution,Condition,Price
Lenovo,"New Lenovo 15.6"" FHD Touchscreen Laptop, Intel i3-1115G4, 256GB SSD, 8GB, Win 11",15.6,8,Intel Core i3 11th Gen.,Intel UHD Graphics,Integrated/On-Board Graphics,1920 x 1080,New,344.99
HP,"HP EliteBook 840 G8 14"" Notebook - FHD Intel Core i5-1145G7 16GB RAM 512GB SSD",14,16,Intel Core i7 11th Gen.,Intel Iris Xe Graphics,Integrated/On-Board Graphics,1920 x 1080,Open box,899.99
Dell,"Dell Latitude 5421 Laptop 14"" FHD Intel i7-11850H 32GB 512GB SSD NVIDIA MX450",14,32,Intel Core i7 11th Gen.,NVIDIA GeForce MX450,Dedicated Graphics,1920 x 1080,New,900.0
HP,"HP 15-dy2095wm 15.6"" laptop 256GB SSD Intel i5-1135G7 8GB WIN11 FHD",15.6,8,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,Integrated/On-Board Graphics,1920 x 1080,New,449.99
LG,"LG gram 16Z90Q 16"" Lightweight Laptop, i7-1260P, 16GB RAM/1TB SSD, Black - Open",16,16,Intel Core i7 12th Gen.,Intel Iris Xe Graphics,Integrated/On-Board Graphics,2560 x 1600,Open box,999.0
Acer,"Acer Aspire 5 Laptop, 15.6"" FHD IPS, Intel i3-1005G1, 4GB DDR4, 128GB SSD",15.6,4,Intel Core i3 10th Gen.,Intel UHD Graphics,Integrated/On-Board Graphics,1920 x 1080,New,399.0
Lenovo,"Lenovo ThinkPad E14 Gen 5 21JR001RUS 14"" Notebook - WUXGA - 1920 x 1200 - AMD",14,16,AMD Ryzen 5 7000 Series,AMD Radeon Graphics,Integrated/On-Board Graphics,1920 x 1200,New,827.15
Apple,"Apple Macbook Pro MPXQ2LL/A Mid 201713.3"" SpaceGray I5 2.3GHz 8GB 256GB SSD Good",13.3,8,Intel Core i7 7th Gen.,Intel HD Graphics,Integrated/On-Board Graphics,1366 x 768,Good - Refurbished,359.0
Microsoft,Microsoft Surface Laptop 4 i5-1145G7 8GB 256GB BT5 WiFi6 13.5T W10P 5BL-00026 ✅,13.5,8,Intel Core i5 11th Gen.,,,,Open box,844.99
HP,"HP 250 G9 Laptop 15.6"" Intel Core i5-1235U 16GB 512GB SSD Win 11 Pro 7X9D2UT",15.6,16,Intel Core i5 12th Gen.,Intel Iris Xe Graphics,Integrated/On-Board Graphics,1920 x 1080,New,699.99
Lenovo,"NEW Lenovo 15.6"" HD Touchscreen Laptop, Intel i3-1115G4, 256GB SSD, 8GB, Win 11",15.6,8,Intel Core i3 11th Gen.,Intel UHD Graphics,Integrated/On-Board Graphics,1366 x 768,New,349.99
Panasonic,"PANASONIC TOUGHBOOK 33 I5-10310U 16GB 512GB 12"" TCH with Keyboard New",12,16,Intel Core i5 10th Gen.,,Integrated/On-Board Graphics,2160 x 1440,New,100.0
Dell,"Dell Latitude E7250 12"" Core i5-5300u 2.3GHz 16GB 512GB SSD Webcam Win 10 Laptop",12.5,16,Intel Core i5 5th Gen.,Intel HD Graphics,Integrated/On-Board Graphics,,Good - Refurbished,215.0
Acer,"Acer Swift 3 Laptop i5-11300H, 16.1"" FHD IPS, 8GB DDR4, 512GB SSD",16.1,16,Intel Core i7 11th Gen.,Intel Iris Xe Graphics,Integrated/On-Board Graphics,1920 x 1080,Open box,549.95
Dell,Dell Precision 5530 i7-8850H 6Core 4.3GHz 32GB 1TB SSD P2000 4GB Gaming Laptop,15.6,32,Intel Core i7 8th Gen.,Nvidia Quadro P2000 w/4GB GDDR5,Dedicated Graphics,1920x1080,Good - Refurbished,795.0
Dell,Dell Latitude 3310 i5-8265U 8GB 256GB BT5 WiFiAC 13.3W W10P CWKRT ✅❤️️✅❤️️,13.3,8,Intel Core i5 8th Gen.,Intel UHD Graphics 620,Integrated/On-Board Graphics,1366 x 768,Open box,359.99
HP,"HP Pavilion X360 14 inch (128GB, Intel Core i3 8th Gen., 2.20Ghz, 8GB)...",14,8,Intel Core i3 8th Gen.,Intel UHD Graphics,Integrated/On-Board Graphics,1920 x 1080,New,449.0
HP,"HP ZBook G2 17"" i7-4810MQ 2.8GHz 16GB 1TB NVidia K3100m FHD Wn10 Gaming Laptop",17,16,Intel Core i7 4th Gen.,NVidia Quadro K3100m 4GB,Dedicated Graphics,1920 x 1080,Good - Refurbished,445.0
Lenovo,"Lenovo IdeaPad Slim 5 16"" (512GB SSD, AMD Ryzen 5 7000 Series, 4.50 GHz,",16,16,AMD Ryzen 5 7000 Series,AMD Radeon Graphics,Integrated/On-Board Graphics,1920 x 1200,Open box,689.99
Dell,"Dell Latitude 5000 5320 13.3"" Notebook 8GHT7",13.3,16,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,Integrated/On-Board Graphics,1920 x 1080,Open box,461.97
Dell,"Dell Latitude 7210 2-in-1 12.3"" FHD Touch i5-10310U 8GB 256GB SSD Webcam 3Y Wrty",12.3,8,Intel Core i5 10th Gen.,,Integrated/On-Board Graphics,,Excellent - Refurbished,519.99
MSI,"MSI GL63 Gaming Laptop 15.6"" Intel Core i7-8750H, NVIDIA GeForce GTX 1050,",15.6,8,Intel Core i7 8th Gen.,,Dedicated Graphics,,New,999.99
Dell,"⭐ NEW Dell Latitude 5431 14"" 3.3GHz i5-1240P 8GB 256GB W10P64 20YXM ✅❤️ Warranty",14,8,Intel Core i5 12th Gen.,Intel Iris Xe Graphics,,,Open box,999.99
HP,"New HP 17-cn0013dx 17.3"" HD+ Laptop -- Intel i3-1115G4/ 8GB/ 1TB HDD Win 10",17.3,8,Intel Core i3 11th Gen.,Intel UHD Graphics,Integrated/On-Board Graphics,1366 x 768,New,549.99
MSI,"MSI Katana GF76 12UD-001 17.3"" (512GB SSD, Intel Core i7-11800H, RTX 3060)",17.3,16,Intel Core i7 11th Gen.,NVIDIA GeForce RTX 3060,Dedicated Graphics,1920 x 1080,Open box,950.0
Acer,2020 Acer Nitro 5 AN515-54-5812 15.6'' FHD Laptop i5-9300H 8GB 256GB GTX 1650,15.6,8,Intel Core i5 9th Gen.,NVIDIA GeForce GTX 1650,Dedicated Graphics,1920 x 1080,New,789.0
Lenovo,"Lenovo ThinkPad X240 12"" i5-4300u 1.9GHz 4GB 320GB Touch Screen Win 10 Laptop",12.5,4,Intel Core i5 4th Gen.,Intel HD Graphics 4000,Integrated/On-Board Graphics,,Good - Refurbished,165.0
Dell,"2022 Dell Latitude 13 7330 i7-1265U 16GB RAM 1TB SSD 13.3"" FHD Carbon Fiber PRO",13.3,16,Intel Core i7 12th Gen.,Intel Iris Xe Graphics,Integrated/On-Board Graphics,1920 x 1080,Open box,879.0
Dell,"Dell PRECISION 5560 15.6"" FHD+ I7-11850H 1TB SSD 16GB W10P T1200 Win Hello",15.6,16,Intel Core i7 11th Gen.,NVIDIA T1200 Laptop GPU,Dedicated Graphics,1920 x 1200,Very Good - Refurbished,823.99
Lenovo,"NEW Lenovo 82SF000LUS IdeaPad 5 15IAL7 15.6"" Notebook - Full HD 1920 x 1080",15.6,8,Intel Core i5 12th Gen.,Intel Iris Xe Graphics,Integrated/On-Board Graphics,1920 x 1080,New,962.06
Dell,Dell Ultrabook E7450 Core i7-5600u 2.6GHz 16GB 512GB SSD Webcam FHD Win10 Laptop,14,16,Intel Core i7 5th Gen.,Intel HD Graphics 5500,Integrated/On-Board Graphics,1920x1080,Good - Refurbished,280.0
Lenovo,"NEW Lenovo ThinkPad E14 Gen 2 Intel (14"") | 8GB RAM | 20TA002CUS | Black",14,8,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,Integrated/On-Board Graphics,1920 x 1080,New,849.0
Dell,"Dell Latitude 7420 14"" (256GB SSD, Intel Core i7-1185G7, 3.0 GHz, 16GB RAM) Note",14,16,Intel Core i7 11th Gen.,Intel Iris Xe Graphics,Integrated/On-Board Graphics,1920 x 1080,Open box,699.99
Lenovo,"Lenovo ThinkPad E14 Gen 5 21JK0052US 14"" Touchscreen Notebook - WUXGA - 1920 x",14,16,Intel Core i5 13th Gen.,Intel Iris Xe Graphics,Integrated/On-Board Graphics,1900 x 1200,New,843.61
Dell,"Dell Latitude 3420 14"" FHD Laptop Intel Core i5-1135G7/8GB/256GB New!!!",14,8,Intel Core i5 11th Gen.,,Integrated/On-Board Graphics,1920 x 1080,New,679.0
Lenovo,"Lenovo ThinkPad E14 Gen 5 21JK0084US 14"" Notebook - WUXGA - 1920 x 1200 - Intel",14,16,Intel Core i5 13th Gen.,Intel Iris Xe Graphics,Integrated/On-Board Graphics,1900 x 1200,New,930.07
Microsoft,"Microsoft 12.4"" Surface Laptop Go 2 (Core i5, 8GB, 256GB SSD) ",12.4,8,Intel Core i5 10th Gen.,Intel UHD Graphics,Integrated/On-Board Graphics,1536 x 1024,Open box,550.0
Dell,Dell Latitude 5420 i5-1145G7 16GB 256GB BT5.2 WiFi6 14F W10P 3000095688272 ✅❤️️✅,14,16,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,Integrated/On-Board Graphics,1920 x 1080,Open box,699.99
Dell,"DELL PRECISION 5550 15"" FHD+ I7-10750H 512GB 32GB Quadro T1000 FP Reader IRCam",15,32,Intel Core i7 10th Gen.,NVIDIA Quadro T1000,Dedicated Graphics,1920 x 1200,Very Good - Refurbished,604.99
Microsoft,"Microsoft Surface Laptop 4 13.5"" Intel i5-1135G7 8GB, 512GB SSD Touch 5BT-00035",13.5,8,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,Integrated/On-Board Graphics,2256 x 1504,Open box,785.98
Microsoft,"Microsoft Surface Laptop 3 VPT-0001713.5"" Touch Core i5 10th Gen 16GB 256GB SSD",13.5,16,Intel Core i5 10th Gen.,Intel HD Graphics 620,Integrated/On-Board Graphics,2256 x 1504,Open box,499.99
MSI,"MSI GF65 Thin 10UE 15.6"" (512GB SSD, Intel Core i5 10th Gen., 4.50 GHz, 16GB)...",15.6,16,Intel Core i5 10th Gen.,NVIDIA GeForce RTX 3060,Dedicated Graphics,1920 x 1080,Open box,900.0
Asus,"ASUS Chromebook Flip CX3401FBA 14""2-in-1 i5-1235U 2.5GHz 16GB 512GB Warranty2025",14,16,Intel Core i5 12th Gen.,,Integrated/On-Board Graphics,1920 x 1200,Open box,825.25
Lenovo,"ThinkPad E14 21JK0051US 14"" Notebook - WUXGA - 1920 x 1200 - Intel Core i5 13th",14,16,Intel Core i5 13th Gen.,Intel Iris Xe Graphics,Integrated/On-Board Graphics,1900 x 1200,New,958.06
Dell,Dell Ultrabook E7450 Core i5-5300u 2.3GHz 16GB 500GB SSD Webcam FHD Win10 Laptop,14,16,Intel Core i5 5th Gen.,Intel HD Graphics 5500,Integrated/On-Board Graphics,1920x1080,Good - Refurbished,204.0
Dell,"Dell Inspiron 15 3000 3520 15.6"" Notebook I3520-5850BLK-PUS-Open Box",15.6,16,Intel Core i5 12th Gen.,Intel Iris Xe Graphics,Integrated/On-Board Graphics,1920 x 1080,Open box,521.49
Microsoft,Microsoft Geek Squad Certified Surface Laptop Go 12.4•1536 x 1024,12.4,8,Intel Core i5 10th Gen.,,Integrated/On-Board Graphics,1536 x 1024,Very Good - Refurbished,820.39
Dell,"Dell XPS 13 7390 2-IN-1 13"" UHD+ 4K+ I7-1065G7 256GB SSD 16GB W10P Fingerprint",13,16,Intel Core i7 10th Gen.,INTEL(R) UHD GRAPHICS,Integrated/On-Board Graphics,3840 x 2400,Good - Refurbished,506.99
LG,"LG Gram 16T90Q 16'' (512GB SSD, Intel Core i7-1260P, 3.40GHz, 16GB RAM)...",16,16,Intel Core i7 12th Gen.,Intel Iris Xe Graphics,Integrated/On-Board Graphics,2560 x 1600,New,999.0
Dell,"Dell - Inspiron 3511 15.6"" Touch Laptop - Intel Core i5 - 8GB Memory - 256GB ...",15.6,8,Intel Core i5 11th Gen.,Intel UHD Graphics,Integrated/On-Board Graphics,1920 x 1080,New,476.0
Lenovo,Lenovo ThinkPad T440s i5-4300u 1.9GHz 8GB 512GB SSD FHD Backlit Webcam 10 Laptop,14,8,Intel Core i5 4th Gen.,Intel HD Graphics,Integrated/On-Board Graphics,1920 x 1080,Good - Refurbished,220.0
Dell,"2023 Dell Precision 15 3580 i5-1335U 16GB 512GB SSD 15.6"" FHD IR Camera W11 Pro",15.6,16,Intel Core i5 13th Gen.,Intel UHD Graphics,Integrated/On-Board Graphics,1920 x 1080,Open box,799.0
Dell,"Dell Precision 5550 15.6"" UHD Touch i7-10850H 32GB 1TB SSD Quadro T1000 FPR W10P",15.6,32,Intel Core i7 10th Gen.,,Dedicated Graphics,,Very Good - Refurbished,649.0
Lenovo,"NEW Lenovo 82VC0001US Flex 7 14IAU7 14"" Touchscreen Convertible 2 in 1 Notebook",14,16,Intel Core i7 12th Gen.,Intel Iris Xe Graphics,Integrated/On-Board Graphics,2240 x 1400,New,52.53
Lenovo,Lenovo ThinkPad T440s i5-4300u 1.9GHz 8GB 256GB SSD FHD Backlit Webcam 10 Laptop,14,8,Intel Core i5 4th Gen.,Intel HD Graphics,Integrated/On-Board Graphics,1920 x 1080,Good - Refurbished,199.0
Acer,"Acer Swift 5 SF514-55TA-74EC 14"" Full HD Touchscreen Notebook Computer #1487230",14,16,Intel Core i7 11th Gen.,Intel Iris Xe Graphics,Integrated/On-Board Graphics,1920 x 1080,Open box,724.0
HP,"HP Pavilion x360 2-in-1 14"" FHD Touch i5-1035G1, 8G, 256G SSD 14M-DW0023DX",14,8,Intel Core i5 10th Gen.,Intel UHD Graphics,Integrated/On-Board Graphics,1920 x 1080,New,499.99
Dell,"Dell Inspiron 17 3793 i7-1065G7 8GB 512GB SSD 17.3"" FHD W11",17.3,8,Intel Core i7 10th Gen.,Intel Iris Plus Graphics,Integrated/On-Board Graphics,1920 x 1080,Good - Refurbished,679.0
Lenovo,"Lenovo ThinkPad E14 Gen 5 21JR001QUS 14"" Notebook - WUXGA - 1920 x 1200 - AMD",14,8,AMD Ryzen 5 7000 Series,AMD Radeon Graphics,Integrated/On-Board Graphics,1920 x 1200,New,695.77
Dell,"2023 Dell Precision 15 3580 i7-1355U 16GB RAM 256GB SSD 15.6"" FHD Touch W11 PRO",15.6,16,Intel Core i7 13th Gen.,Intel Iris Xe Graphics,Integrated/On-Board Graphics,1920 x 1080,Open box,959.0
Acer,"Acer Nitro 5 15.6"" 144Hz (Intel Core i5-10300H, 8GB RAM, 256GB SSD)",15.6,8,Intel Core i5 10th Gen.,NVIDIA GeForce RTX 3050,Dedicated Graphics,1920 x 1080,New,699.99
HP,"NEW HP Pavilion 15-cc178cl 15.6"" (2TB, Intel i7-8550U, 8GB RAM, Windows 10",15.6,8,Intel Core i7 8th Gen.,,Dedicated Graphics,1920 x 1080,New,988.88
Lenovo,LENOVO ThinkPad X1 Carbon (Gen 5) 14 FHD I7-7600U 512GB SSD 16GB W10P FP Reader,14,16,Intel Core i7 7th Gen.,Intel(R) HD Graphics 620,Integrated/On-Board Graphics,1920 x 1080,Good - Refurbished,328.99
Microsoft,"Microsoft 12.4"" Surface Laptop Go-2 Intel i5 8GB RAM 256GB SSD W10HS - KPT-00001",12.4,8,Intel Core i5 11th Gen.,Intel UHD Graphics,Integrated/On-Board Graphics,1536 x 1024,Excellent - Refurbished,527.86
Microsoft,"Microsoft Surface Laptop 4 13.5"" (512GB SSD, Intel Core i5-1135G7, 2.40GHz, 8GB",13.5,8,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,Integrated/On-Board Graphics,,New,800.0
HP,"HP - Spectre x360 2-in-1 13.5"" - Intel Evo Core i7 16GB - NO ORIGINAL PACKAGING",16,16,Intel Core i7 12th Gen.,Intel Arc A370M,Integrated,3840 x 2400,Open box,490.0
Ruggon,RuggOn Rextorm PX501 10.1” Intel i5 8th GEN 8GB 120GB SSD 4G LTE Win 10 NEW,10.1,8,Intel Core i5 8th Gen.,,Integrated/On-Board Graphics,,New,800.0
LG,LG gram 15” - 15Z95P-K.AAS6U1 - 16GB RAM 512GB SSD - Silver - OPEN BOX,15,16,Intel Core i7 11th Gen.,Intel Iris Xe Graphics,Integrated/On-Board Graphics,1920 x 1080,Open box,649.79
Dell,"Dell LATITUDE 5320 14"" FHD I5-1135G7 512GB SSD 16GB W10P Fingerprint, Backlit",14,16,Intel Core i5 11th Gen.,Intel(R) Iris(R) Xe Graphics,Integrated/On-Board Graphics,1920 x 1080,Very Good - Refurbished,353.99
Dell,"Dell Inspiron 15 3520 15.6"" FHD 120Hz Display i7-1255U 16GB 1TB Black Win11 Home",15.6,16,Intel Core i7 12th Gen.,,Integrated/On-Board Graphics,1920 x 1080,New,679.99
HP,"HP 15.6"" Laptop 15-dw3071cl, Intel i7 8GB SDRAM 512GB, FHD LED Display, Silver",15.6,8,Intel Core i7 11th Gen.,Intel Iris,Integrated/On-Board Graphics,,Open box,649.99
Dell,Dell Latitude 7480 Core i5-6300u 2.4GHz 32GB 512GB SSD FHD Webcam Win 10 Laptop,14,32,Intel Core i5 6th Gen.,,Integrated/On-Board Graphics,1920 x 1080,Good - Refurbished,310.0
Microsoft,"2022 Microsoft Surface Laptop Go 2 i5- 1135G7 8GB 128GB 12.4"" Touch PRO Ice Blue",12.4,8,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,Integrated/On-Board Graphics,1536 x 1024,New,499.0
Microsoft,"Microsoft Surface Pro 7 Tablet - 12.3"" - 4 GB RAM - 128 GB SSD Core I3 NEW",12.3,4,Intel Core i3 10th Gen.,Intel UHD Graphics,Integrated/On-Board Graphics,2736 x 1824,Open box,785.95
Lenovo,"Lenovo T540p 15"" i5-4300M 2.6GHz 16GB 256GB SSD Win10 1080p NVidia Gaming Laptop",15,16,Intel Core i5 4th Gen.,NVIDIA GeForce GT 730M - 1GB,Dedicated Graphics,1920x1080,Good - Refurbished,365.0
Asus,"ASUS ROG GU502GV - 15.6"" FHD - i7-9750H - NVIDIA RTX 2060-16GB - 1TB SSD",15.6,16,Intel Core i7 9th Gen.,NVIDIA GeForce RTX 2060,Dedicated Graphics,1920 x 1080,Open box,899.99
Lenovo,"LVO T14 Gen 2 (Type 20W0, 20W1) Laptop (ThinkPad) 14.0 FHD i5-1135G7 256/8",14,8,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,Integrated/On-Board Graphics,1920 x 1080,Open box,758.0
HP,"HP Envy 17M 17"" FHD Touch I7-1255U 512GB SSD 16GB W10 Backlit, NO WEBCAM",17,16,Intel Core i7 12th Gen.,Intel(R) Iris(R) Xe Graphics,,1920 x 1080,Very Good - Refurbished,541.99
HP,"New HP 15.6"" FHD Laptop, Intel Core i3-1215U, 12th Gen., 8GB Memory, 256GB SSD",15.6,8,Intel Core i3 12th Gen.,Intel UHD Graphics,Integrated/On-Board Graphics,1920 x 1080,New,305.99
HP,HP Probook 430 G5 Core 8th Gen i7-8550u 1.8GHz 8GB 256GB SSD FHD Win 10 Laptop,14,8,Intel Core i7 8th Gen.,Intel HD Graphics 620,Integrated/On-Board Graphics,1920 x 1080,Good - Refurbished,425.0
Dell,Dell Latitude 7480 Core i7-6600u 2.6GHz 32GB 512GB SSD QHD Win 10 Touch Laptop,14,32,Intel Core i7 6th Gen.,,Integrated/On-Board Graphics,2560 x 1440,Good - Refurbished,413.0
Dell,Dell Latitude E5440 Core i5-4310u 2GHz 8GB 512GB SSD Webcam WiFi Win 10 Laptop,14,8,Intel Core i5 4th Gen.,Intel HD Graphics,Dedicated Graphics,,Good - Refurbished,175.0
Dell,Dell Latitude 7490 Core i5-8250u 3.4GHz 32GB 256GB SSD Webcam WiFi Win 10 Laptop,14,32,Intel Core i5 8th Gen.,Intel UHD Graphics 620,Integrated/On-Board Graphics,,Good - Refurbished,330.0
Dell,Dell Precision 3540 Core i7-8665u 1.8GHz 16GB 256GB SSD AMD WX2100 Gaming Laptop,15.6,16,Intel Core i7 8th Gen.,AMD Radeon Pro™ WX 2100,Dedicated Graphics,1920 x 1080,Good - Refurbished,355.0
HP,HP Spectre X360 i7-6600u 2.6GHz 8GB 256GB SSD FHD Win 10 Touch Screen Laptop,13.3,8,Intel Core i7 6th Gen.,Intel HD 620,Integrated/On-Board Graphics,1920 x 1080,Good - Refurbished,397.0
HP,"Brand New HP 15-dw3033dx 15.6"" Laptop -- Intel i3-1115G4/ 8GB/ 256GB SSD/ Win 10",15.6,8,Intel Core i3 11th Gen.,Intel UHD Graphics,Integrated/On-Board Graphics,1920 x 1080,New,439.99
Acer,"Acer Swift 5 SF514-55TA-74EC 14"" Full HD Touchscreen Notebook Computer #1526290",14,16,Intel Core i7 11th Gen.,Intel Iris Xe Graphics,Integrated/On-Board Graphics,1920 x 1080,Open box,724.05
Dell,"Dell INSPIRON 7630 2-IN-1 Touch 16"" FHD+ i5-1335U max 4.6GHz 8GB 512GB Warranty",16,8,Intel Core i5 13th Gen.,Intel(R) Iris(R) Xe Graphics,Integrated/On-Board Graphics,1920 x 1200,Open box,699.99
Dell,"Dell Latitude E6440 14"" Core i5-4310M 2.7GHz 4GB 512GB SSD Webcam Win 10 Laptop",14,4,Intel Core i5 4th Gen.,Intel Graphics Family,Integrated/On-Board Graphics,,Good - Refurbished,200.0
Dell,Dell Ultrabook E7450 Core i5-5300u 2.3GHz 8GB 512GB SSD Webcam FHD Win10 Laptop,14,8,Intel Core i5 5th Gen.,Intel HD Graphics 5500,Integrated/On-Board Graphics,1920x1080,Good - Refurbished,199.0
Microsoft,Microsoft Surface Laptop 3 i7-1065G7 16GB 512GB BT5 WiFi6 13.5T W10P cobalt blue,13.5,16,Intel Core i7 10th Gen.,Intel Iris Xe Graphics,Integrated/On-Board Graphics,,Open box,899.99
Acer,NEW Acer NX.VP2AA.008 14' i7 16G 512G W11P TMP41451781T,14,16,Intel Core i7 11th Gen.,Intel Iris Xe Graphics,Integrated/On-Board Graphics,1920 x 1080,New,284.98
Acer,"Acer Swift 5 SF514-55TA-74EC 14"" Full HD Touchscreen Notebook Computer #1619296",14,16,Intel Core i7 11th Gen.,Intel Iris Xe Graphics,Integrated/On-Board Graphics,1920 x 1080,Open box,724.09
HP,"HP Probook 450 G5 15.6"" Core i7-8550u 1.8GHz 32GB 256GB SSD FHD Win 10 Laptop",15.6,32,Intel Core i7 8th Gen.,Intel HD Graphics 620,Integrated/On-Board Graphics,1920 x 1080,Good - Refurbished,455.0
Microsoft,"Microsoft Surface Laptop Go 12.4"" Intel i5-1035G1 8GB/256GB Touchscreen, Open Bo",12.4,8,Intel Core i5 10th Gen.,Intel UHD Graphics,Integrated/On-Board Graphics,1536 x 1024,Open box,769.98
MSI,"Msi Gaming GL73 8RC-032, Core i7 CPU, 128GB SSD+1TB HDD, 16GB RAM, GTX 1050 4GB",17.3,16,Intel Core i7 8th Gen.,nVIDIA GTX 1050 4GB,Dedicated Graphics,1920 x 1080,Open box,849.99
Dell,"Dell Precision 7740 17.3"" FHD i7-9850H 32GB 1TB PCIe SSD RTX 3000 Camera Win10P",17.3,32,Intel Core i7 9th Gen.,NVIDIA Quadro RTX 3000,Dedicated Graphics,,Very Good - Refurbished,699.0
Dell,Dell Latitude 5520 Laptop 15.6 HD Intel i5-1145G7 256GB SSD 16GB RAM Win10 Pro,15.6,16,Intel Core i7 11th Gen.,Intel Iris Xe Graphics,Integrated/On-Board Graphics,1920 x 1080,Open box,981.74
HP,"HP ProBook 450 G2 15"" Core i3-4005u 1.7GHz 16GB 512GB SSD Webcam Win 10 Laptop",15,16,Intel Core i5 4th Gen.,Intel HD Graphics 5500,Integrated/On-Board Graphics,1366 x 768,Good - Refurbished,265.0
Microsoft,"Microsoft Surface Laptop 4 13.5"" Intel i5, 8GB/512GB Touch, Matte Black - 5BT-00",13.5,8,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,Integrated/On-Board Graphics,2256 x 1504,Open box,800.0
Lenovo,"Lenovo ThinkPad X240 12"" i5-4300u 1.9GHz 8GB 320GB Touch Screen Win 10 Laptop",12.5,8,Intel Core i5 4th Gen.,Intel HD Graphics 4000,Integrated/On-Board Graphics,,Good - Refurbished,175.0
HP,"HP Laptop 15-dy2021nr 15.6"" FHD i5-1135G7 8GB 256GB SSD Webcam Windows 10",15.6,8,Intel Core i5 11th Gen.,,Integrated/On-Board Graphics,,Excellent - Refurbished,525.46
Dell,"Dell G15 Gaming Laptop AMD Ryzen 7, 8GB Ram, 512GB SSD NVIDIA GeForce RTX 3050",15.6,8,AMD Ryzen 7 5000 Series,NVIDIA GeForce RTX 3050 Ti,Dedicated Graphics,1920 x 1080,New,849.89
Gateway,"Gateway GWTN156-12-11BK 15.6 in ( 128GB SSD, Ryzen 3 3250U 2.6GHz,4GB,Win 10...",15.6,4,AMD Ryzen 3 3000 Series,AMD Radeon Graphics,Integrated/On-Board Graphics,1920 x 1080,Open box,220.0
HP,"HP Envy 15.6"" 4K AMOLED Touch PC Octa i7-11800H 16GB 512GB SSD RTX3050Ti W11",15.6,16,Intel Core i7 11th Gen.,,Dedicated Graphics,,Excellent - Refurbished,949.8
Microsoft,Microsoft Surface Laptop 4 i5-1145G7 8GB 512GB BT5 WiFi6 13.5T W10P Matte Black,13.5,8,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,Integrated/On-Board Graphics,2256 x 1504,Open box,499.99
Asus,"ASUS TUF Gaming F15 15.6 Inch gaming laptop, Intel i5-11400H, RTX 2050, 512gb",15.6,8,Intel Core i5 11th Gen.,NVIDIA GeForce RTX 3050,Dedicated Graphics,1920 x 1080,New,850.0
Dell,"NEW Dell Latitude 5410 14"" i5-10210U 8GB RAM 256GB SSD Laptop Warranty 08/2023",14,8,Intel Core i5 10th Gen.,Intel UHD Graphics,Integrated/On-Board Graphics,1920 x 1080,Open box,449.0
HP,"HP ProBook 440 G8 14"" Core i5-11 8GB RAM 256GB SSD Factory Recondition 28K85UTR",14,8,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,Dedicated Graphics,1920 x 1080,Open box,500.0
HP,"HP Elitebook 840 G3 14"" Core i7-6600u 2.5GHz 32GB 256GB SSD 1080p Win10 Laptop",14,32,Intel Core i7 6th Gen.,Intel HD 520,Integrated/On-Board Graphics,1920 x 1080,Good - Refurbished,325.0
Samsung,NEW Samsung Galaxy Book Pro 15.6” FHD Intel Core i5 256GB SSD 8GB RAM Win 10,15.6,256,Intel Core i5 11th Gen.,,,1920 x 1080,New,769.89
Lenovo,"LVO E14 Gen 2 (Type 20TA, 20TB) Laptop (ThinkPad) 14.0 FHD i5-1135G7 256/8 W10p",14,8,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,Integrated/On-Board Graphics,1920 x 1080,Open box,821.0
HP,"HP Probook 650 15.6"" Core i3-4000M 2.4GHz 16GB 512GB SSD Win 10 Webcam Laptop",15.6,16,Intel Core i3 4th Gen.,Intel HD Graphics 4600,Integrated/On-Board Graphics,,Good - Refurbished,335.0
Lenovo,"Lenovo ThinkPad X1 Carbon Gen 10 14"" FHD+ TOUCH 2.1GHz i7-1260P 16GB RAM 1TB SSD",14,16,Intel Core i7 12th Gen.,Intel Iris Xe Graphics,,1920 x 1200,Very Good - Refurbished,917.99
Lenovo,"Lenovo ThinkPad X390 Yoga - 13.3"" - Core i7 8665U - 16 GB RAM - 512 GB SSD -NEW",13.3,16,Intel Core i7 8th Gen.,Intel HD Graphics 620,Integrated/On-Board Graphics,1920 x 1080,Open box,150.0
HP,"HP ProBook 450 G2 15"" Core i3-4005u 1.7GHz 8GB 512GB SSD Webcam Win 10 Laptop",15,8,Intel Core i5 4th Gen.,Intel HD Graphics 5500,Integrated/On-Board Graphics,1366 x 768,Good - Refurbished,245.0
